season,leagueName,teamName,total_games,won,drawn,lost,ht_won,ht_drawn,ht_lost,ht_ft_won,GF,GA,GD,points_per_game,GF_per_game,xG_per_game,GF_to_xG_per_game,GA_per_game,GD_per_game,shots_per_game,shotsOnTarget_per_game,corners_per_game,win_ratio,drawn_ratio,loss_ratio,ht_win_ratio,ht_drawn_ratio,ht_lost_ratio,ht_ft_win_ratio
2017,"Premier League","Manchester City",38,32,4,2,24,11,3,22,106,27,79,2.63,2.79,2.41,1.16,0.71,2.0789,17.45,6.95,7.47,0.8421,0.1053,0.0526,0.63,0.29,0.08,0.58
2019,"Premier League",Liverpool,38,32,3,3,24,9,5,23,85,33,52,2.61,2.24,1.98,1.13,0.87,1.3684,15.55,6.08,6.79,0.8421,0.0789,0.0789,0.63,0.24,0.13,0.61
2015,Bundesliga,"Bayern Munich",34,28,4,2,19,11,4,18,80,17,63,2.59,2.35,2.27,1.04,0.50,1.8529,18.44,7.74,6.71,0.8235,0.1176,0.0588,0.56,0.32,0.12,0.53
2018,"Premier League","Manchester City",38,32,2,4,25,11,2,24,95,23,72,2.58,2.50,2.47,1.01,0.61,1.8947,17.97,6.84,7.55,0.8421,0.0526,0.1053,0.66,0.29,0.05,0.63
2018,"Premier League",Liverpool,38,30,7,1,21,14,3,21,89,22,67,2.55,2.34,2.09,1.12,0.58,1.7632,15.13,5.95,6.55,0.7895,0.1842,0.0263,0.55,0.37,0.08,0.55
2015,"Ligue 1","Paris Saint Germain",38,30,6,2,19,17,2,18,102,19,83,2.53,2.68,2.27,1.18,0.50,2.1842,14.87,6.63,5.37,0.7895,0.1579,0.0526,0.50,0.45,0.05,0.47
2019,"Ligue 1","Paris Saint Germain",27,22,2,3,16,8,3,15,75,24,51,2.52,2.78,2.83,0.98,0.89,1.8889,16.59,7.22,6.70,0.8148,0.0741,0.1111,0.59,0.30,0.11,0.56
2016,"Ligue 1",Monaco,38,30,5,3,23,10,5,21,107,31,76,2.50,2.82,2,1.41,0.82,2.0000,14.61,6.42,6.08,0.7895,0.1316,0.0789,0.61,0.26,0.13,0.55
2017,"Serie A",Juventus,38,30,5,3,22,14,2,19,86,24,62,2.50,2.26,1.56,1.45,0.63,1.6316,14.61,5.45,4.89,0.7895,0.1316,0.0789,0.58,0.37,0.05,0.50
2017,Bundesliga,"Bayern Munich",34,27,3,4,19,10,5,17,92,28,64,2.47,2.71,2.25,1.2,0.82,1.8824,17.68,6.97,6.56,0.7941,0.0882,0.1176,0.56,0.29,0.15,0.50
2014,"La Liga",Barcelona,38,30,4,4,21,14,3,19,110,21,89,2.47,2.89,2.71,1.07,0.55,2.3421,16.45,7.18,6.13,0.7895,0.1053,0.1053,0.55,0.37,0.08,0.50
2016,"La Liga","Real Madrid",38,29,6,3,22,14,2,22,106,41,65,2.45,2.79,2.39,1.17,1.08,1.7105,17.45,6.97,5.87,0.7632,0.1579,0.0789,0.58,0.37,0.05,0.58
2017,"La Liga",Barcelona,38,28,9,1,20,12,6,19,99,29,70,2.45,2.61,2.38,1.09,0.76,1.8421,15.26,7.16,5.66,0.7368,0.2368,0.0263,0.53,0.32,0.16,0.50
2017,"Ligue 1","Paris Saint Germain",38,29,6,3,21,15,2,20,108,29,79,2.45,2.84,2.37,1.2,0.76,2.0789,16.47,6.66,6.71,0.7632,0.1579,0.0789,0.55,0.39,0.05,0.53
2016,"Premier League",Chelsea,38,30,3,5,21,11,6,19,85,33,52,2.45,2.24,1.63,1.38,0.87,1.3684,15.26,5.37,5.74,0.7895,0.0789,0.1316,0.55,0.29,0.16,0.50
2014,"La Liga","Real Madrid",38,30,2,6,24,11,3,23,118,38,80,2.42,3.11,2.52,1.23,1.00,2.1053,18.05,7.45,6.47,0.7895,0.0526,0.1579,0.63,0.29,0.08,0.61
2016,Bundesliga,"Bayern Munich",34,25,7,2,17,12,5,16,89,22,67,2.41,2.62,2.17,1.2,0.65,1.9706,18.29,6.76,7.15,0.7353,0.2059,0.0588,0.50,0.35,0.15,0.47
2019,Bundesliga,"Bayern Munich",34,26,4,4,21,10,3,21,100,32,68,2.41,2.94,2.73,1.08,0.94,2.0000,18.09,7.47,7.06,0.7647,0.1176,0.1176,0.62,0.29,0.09,0.62
2015,"Serie A",Juventus,38,29,4,5,20,14,4,20,75,20,55,2.39,1.97,1.66,1.19,0.53,1.4474,15.76,5.66,5.58,0.7632,0.1053,0.1316,0.53,0.37,0.11,0.53
2016,"Serie A",Juventus,38,29,4,5,19,15,4,18,77,27,50,2.39,2.03,1.81,1.12,0.71,1.3158,15.34,5.79,5.84,0.7632,0.1053,0.1316,0.50,0.39,0.11,0.47
2017,"Serie A",Napoli,38,28,7,3,17,15,6,16,77,29,48,2.39,2.03,1.85,1.09,0.76,1.2632,17.24,6.76,6.34,0.7368,0.1842,0.0789,0.45,0.39,0.16,0.42
2020,"Serie A",Inter,38,28,7,3,15,16,7,14,89,35,54,2.39,2.34,2.06,1.14,0.92,1.4211,14.55,5.34,5.42,0.7368,0.1842,0.0789,0.39,0.42,0.18,0.37
2015,"La Liga",Barcelona,38,29,4,5,21,14,3,19,112,29,83,2.39,2.95,2.99,0.99,0.76,2.1842,15.92,7.00,5.84,0.7632,0.1053,0.1316,0.55,0.37,0.08,0.50
2018,"Ligue 1","Paris Saint Germain",38,29,4,5,19,14,5,18,105,35,70,2.39,2.76,2.51,1.1,0.92,1.8421,14.84,6.05,6.26,0.7632,0.1053,0.1316,0.50,0.37,0.13,0.47
2015,"La Liga","Real Madrid",38,28,6,4,26,8,4,24,110,34,76,2.37,2.89,2.38,1.22,0.89,2.0000,18.71,7.61,6.76,0.7368,0.1579,0.1053,0.68,0.21,0.11,0.63
2016,"La Liga",Barcelona,38,28,6,4,21,12,5,20,116,37,79,2.37,3.05,2.46,1.24,0.97,2.0789,17.08,7.11,6.34,0.7368,0.1579,0.1053,0.55,0.32,0.13,0.53
2018,"Serie A",Juventus,38,28,6,4,17,16,5,14,70,30,40,2.37,1.84,1.7,1.08,0.79,1.0526,16.03,5.26,6.42,0.7368,0.1579,0.1053,0.45,0.42,0.13,0.37
2014,Bundesliga,"Bayern Munich",34,25,4,5,20,11,3,19,80,18,62,2.32,2.35,1.95,1.21,0.53,1.8235,17.21,6.91,6.53,0.7353,0.1176,0.1471,0.59,0.32,0.09,0.56
2015,"La Liga","Atletico Madrid",38,28,4,6,17,18,3,15,63,18,45,2.32,1.66,1.45,1.15,0.47,1.1842,12.53,4.37,5.45,0.7368,0.1053,0.1579,0.45,0.47,0.08,0.39
2014,"Premier League",Chelsea,38,26,9,3,18,17,3,17,73,32,41,2.29,1.92,1.81,1.06,0.84,1.0789,14.84,5.53,5.95,0.6842,0.2368,0.0789,0.47,0.45,0.08,0.45
2016,"Serie A",Roma,38,28,3,7,20,12,6,18,90,38,52,2.29,2.37,2.18,1.08,1.00,1.3684,17.79,6.18,6.82,0.7368,0.0789,0.1842,0.53,0.32,0.16,0.47
2014,"Serie A",Juventus,38,26,9,3,23,15,0,18,72,24,48,2.29,1.89,1.55,1.22,0.63,1.2632,15.84,5.29,5.82,0.6842,0.2368,0.0789,0.61,0.39,0.00,0.47
2015,Bundesliga,"Borussia Dortmund",34,24,6,4,17,10,7,16,82,34,48,2.29,2.41,2.45,0.98,1.00,1.4118,15.59,6.26,5.62,0.7059,0.1765,0.1176,0.50,0.29,0.21,0.47
2018,Bundesliga,"Bayern Munich",34,24,6,4,21,11,2,18,88,32,56,2.29,2.59,2.71,0.95,0.94,1.6471,18.68,7.50,8.44,0.7059,0.1765,0.1176,0.62,0.32,0.06,0.53
2020,Bundesliga,"Bayern Munich",34,24,6,4,19,8,7,19,99,44,55,2.29,2.91,2.23,1.3,1.29,1.6176,16.94,6.88,6.94,0.7059,0.1765,0.1176,0.56,0.24,0.21,0.56
2018,"La Liga",Barcelona,38,26,9,3,18,15,5,16,90,36,54,2.29,2.37,2.19,1.08,0.95,1.4211,14.79,6.68,5.42,0.6842,0.2368,0.0789,0.47,0.39,0.13,0.42
2019,"La Liga","Real Madrid",38,26,9,3,15,21,2,15,70,25,45,2.29,1.84,1.9,0.97,0.66,1.1842,14.82,6.21,5.05,0.6842,0.2368,0.0789,0.39,0.55,0.05,0.39
2016,"Ligue 1","Paris Saint Germain",38,27,6,5,21,13,4,20,83,27,56,2.29,2.18,2.16,1.01,0.71,1.4737,15.37,5.89,7.00,0.7105,0.1579,0.1316,0.55,0.34,0.11,0.53
2020,"La Liga","Atletico Madrid",38,26,8,4,16,18,4,15,67,25,42,2.26,1.76,1.52,1.16,0.66,1.1053,12.11,4.89,5.16,0.6842,0.2105,0.1053,0.42,0.47,0.11,0.39
2016,"Premier League",Tottenham,38,26,8,4,17,14,7,16,86,26,60,2.26,2.26,1.84,1.23,0.68,1.5789,17.61,6.76,7.18,0.6842,0.2105,0.1053,0.45,0.37,0.18,0.42
2020,"Premier League","Manchester City",38,27,5,6,22,12,4,19,83,32,51,2.26,2.18,2.05,1.07,0.84,1.3421,15.79,5.76,6.50,0.7105,0.1316,0.1579,0.58,0.32,0.11,0.50
2016,"Serie A",Napoli,38,26,8,4,21,10,7,19,94,39,55,2.26,2.47,2.04,1.21,1.03,1.4474,17.68,6.87,7.00,0.6842,0.2105,0.1053,0.55,0.26,0.18,0.50
2018,Bundesliga,"Borussia Dortmund",34,23,7,4,17,8,9,15,81,44,37,2.24,2.38,1.91,1.25,1.29,1.0882,13.18,5.41,4.94,0.6765,0.2059,0.1176,0.50,0.24,0.26,0.44
2020,"La Liga","Real Madrid",38,25,9,4,15,16,7,13,67,28,39,2.21,1.76,1.71,1.03,0.74,1.0263,14.37,4.61,5.92,0.6579,0.2368,0.1053,0.39,0.42,0.18,0.34
2014,"Ligue 1","Paris Saint Germain",38,24,11,3,22,10,6,19,83,36,47,2.18,2.18,2.06,1.06,0.95,1.2368,12.66,5.76,4.50,0.6316,0.2895,0.0789,0.58,0.26,0.16,0.50
2020,"Ligue 1",Lille,38,24,11,3,18,12,8,17,64,23,41,2.18,1.68,1.27,1.33,0.61,1.0789,12.79,4.84,4.84,0.6316,0.2895,0.0789,0.47,0.32,0.21,0.45
2019,"Serie A",Juventus,38,26,5,7,15,20,3,13,76,43,33,2.18,2.00,1.94,1.03,1.13,0.8684,17.87,6.39,6.18,0.6842,0.1316,0.1842,0.39,0.53,0.08,0.34
2015,"Serie A",Napoli,38,25,7,6,19,14,5,18,80,32,48,2.16,2.11,1.83,1.15,0.84,1.2632,17.26,6.39,5.89,0.6579,0.1842,0.1579,0.50,0.37,0.13,0.47
2019,"Serie A",Inter,38,24,10,4,23,9,6,17,81,36,45,2.16,2.13,1.95,1.1,0.95,1.1842,16.26,6.05,6.18,0.6316,0.2632,0.1053,0.61,0.24,0.16,0.45
2019,"La Liga",Barcelona,38,25,7,6,19,14,5,17,86,38,48,2.16,2.26,1.89,1.19,1.00,1.2632,13.00,5.87,4.87,0.6579,0.1842,0.1579,0.50,0.37,0.13,0.45
2020,"Ligue 1","Paris Saint Germain",38,26,4,8,24,10,4,20,86,28,58,2.16,2.26,2.21,1.03,0.74,1.5263,14.95,5.66,5.74,0.6842,0.1053,0.2105,0.63,0.26,0.11,0.53
2015,"Premier League",Leicester,38,23,12,3,17,15,6,13,68,36,32,2.13,1.79,1.8,0.99,0.95,0.8421,13.74,4.71,5.18,0.6053,0.3158,0.0789,0.45,0.39,0.16,0.34
2017,"Premier League","Manchester United",38,25,6,7,16,17,5,16,68,28,40,2.13,1.79,1.55,1.15,0.74,1.0526,13.47,4.68,5.79,0.6579,0.1579,0.1842,0.42,0.45,0.13,0.42
2019,"Premier League","Manchester City",38,26,3,9,21,9,8,19,102,35,67,2.13,2.68,2.69,1,0.92,1.7632,19.61,7.00,7.84,0.6842,0.0789,0.2368,0.55,0.24,0.21,0.50
2015,"Serie A",Roma,38,23,11,4,19,13,6,16,83,41,42,2.11,2.18,1.7,1.29,1.08,1.1053,15.32,5.66,6.21,0.6053,0.2895,0.1053,0.50,0.34,0.16,0.42
2017,"Ligue 1",Monaco,38,24,8,6,17,15,6,15,85,45,40,2.11,2.24,1.64,1.36,1.18,1.0526,12.89,4.79,5.13,0.6316,0.2105,0.1579,0.45,0.39,0.16,0.39
2017,"La Liga","Atletico Madrid",38,23,10,5,16,18,4,13,58,22,36,2.08,1.53,1.32,1.15,0.58,0.9474,10.63,4.18,4.39,0.6053,0.2632,0.1316,0.42,0.47,0.11,0.34
2020,"La Liga",Barcelona,38,24,7,7,20,13,5,17,85,38,47,2.08,2.24,2.21,1.01,1.00,1.2368,15.32,6.37,5.71,0.6316,0.1842,0.1842,0.53,0.34,0.13,0.45
2014,"Premier League","Manchester City",38,24,7,7,18,15,5,16,83,38,45,2.08,2.18,2,1.09,1.00,1.1842,17.63,6.03,7.18,0.6316,0.1842,0.1842,0.47,0.39,0.13,0.42
2018,"Serie A",Napoli,38,24,7,7,15,17,6,14,74,36,38,2.08,1.95,1.8,1.08,0.95,1.0000,18.55,6.21,6.71,0.6316,0.1842,0.1842,0.39,0.45,0.16,0.37
2020,"Serie A","AC Milan",38,24,7,7,22,11,5,21,74,41,33,2.08,1.95,1.97,0.99,1.08,0.8684,14.68,5.42,5.61,0.6316,0.1842,0.1842,0.58,0.29,0.13,0.55
2016,"Premier League","Manchester City",38,23,9,6,20,10,8,17,80,39,41,2.05,2.11,2.1,1,1.03,1.0789,16.66,5.68,7.37,0.6053,0.2368,0.1579,0.53,0.26,0.21,0.45
2019,"Serie A",Lazio,38,24,6,8,14,15,9,11,79,42,37,2.05,2.08,1.78,1.17,1.11,0.9737,15.29,5.92,5.74,0.6316,0.1579,0.2105,0.37,0.39,0.24,0.29
2019,"Serie A",Atalanta,38,23,9,6,13,15,10,10,98,48,50,2.05,2.58,2.27,1.14,1.26,1.3158,18.66,7.05,6.53,0.6053,0.2368,0.1579,0.34,0.39,0.26,0.26
2020,"Serie A",Juventus,38,23,9,6,16,14,8,14,77,38,39,2.05,2.03,2.2,0.92,1.00,1.0263,15.61,5.68,5.79,0.6053,0.2368,0.1579,0.42,0.37,0.21,0.37
2020,"Serie A",Atalanta,38,23,9,6,21,11,6,17,90,47,43,2.05,2.37,2.16,1.1,1.24,1.1316,16.34,6.11,5.29,0.6053,0.2368,0.1579,0.55,0.29,0.16,0.45
2016,"La Liga","Atletico Madrid",38,23,9,6,13,21,4,13,70,27,43,2.05,1.84,1.6,1.15,0.71,1.1316,13.26,5.21,5.34,0.6053,0.2368,0.1579,0.34,0.55,0.11,0.34
2014,"La Liga","Atletico Madrid",38,23,9,6,20,15,3,18,67,29,38,2.05,1.76,1.5,1.17,0.76,1.0000,11.50,4.92,5.13,0.6053,0.2368,0.1579,0.53,0.39,0.08,0.47
2016,"Ligue 1",Nice,38,22,12,4,16,16,6,14,63,36,27,2.05,1.66,1.36,1.22,0.95,0.7105,11.47,4.50,3.00,0.5789,0.3158,0.1053,0.42,0.42,0.16,0.37
2017,"Ligue 1",Lyon,38,23,9,6,19,11,8,15,87,43,44,2.05,2.29,1.72,1.33,1.13,1.1579,15.24,6.08,4.79,0.6053,0.2368,0.1579,0.50,0.29,0.21,0.39
2020,"Ligue 1",Monaco,38,24,6,8,18,11,9,16,76,42,34,2.05,2.00,1.85,1.08,1.11,0.8947,12.87,4.63,5.74,0.6316,0.1579,0.2105,0.47,0.29,0.24,0.42
2014,"La Liga",Valencia,38,22,11,5,17,13,8,15,70,32,38,2.03,1.84,1.45,1.27,0.84,1.0000,11.61,4.18,4.42,0.5789,0.2895,0.1316,0.45,0.34,0.21,0.39
2020,"La Liga",Sevilla,38,24,5,9,12,20,6,9,53,33,20,2.03,1.39,1.47,0.95,0.87,0.5263,12.11,3.79,4.39,0.6316,0.1316,0.2368,0.32,0.53,0.16,0.24
2017,"Ligue 1",Marseille,38,22,11,5,17,15,6,13,80,47,33,2.03,2.11,2.16,0.97,1.24,0.8684,16.47,6.11,6.39,0.5789,0.2895,0.1316,0.45,0.39,0.16,0.34
2017,"Premier League",Tottenham,38,23,8,7,13,17,8,13,74,36,38,2.03,1.95,1.81,1.07,0.95,1.0000,16.32,5.68,6.47,0.6053,0.2105,0.1842,0.34,0.45,0.21,0.34
2017,"Serie A",Roma,38,23,8,7,18,14,6,15,61,28,33,2.03,1.61,1.73,0.93,0.74,0.8684,17.03,5.47,6.92,0.6053,0.2105,0.1842,0.47,0.37,0.16,0.39
2020,"Serie A",Napoli,38,24,5,9,20,11,7,18,86,41,45,2.03,2.26,1.97,1.15,1.08,1.1842,17.03,6.00,5.76,0.6316,0.1316,0.2368,0.53,0.29,0.18,0.47
2014,Bundesliga,Wolfsburg,34,20,9,5,15,14,5,12,72,38,34,2.03,2.12,1.72,1.23,1.12,1.0000,15.29,6.06,5.41,0.5882,0.2647,0.1471,0.44,0.41,0.15,0.35
2019,Bundesliga,"Borussia Dortmund",34,21,6,7,16,11,7,12,84,41,43,2.03,2.47,1.89,1.31,1.21,1.2647,13.09,5.68,5.59,0.6176,0.1765,0.2059,0.47,0.32,0.21,0.35
2016,"Premier League",Liverpool,38,22,10,6,19,12,7,16,78,42,36,2.00,2.05,1.75,1.17,1.11,0.9474,16.79,6.21,6.55,0.5789,0.2632,0.1579,0.50,0.32,0.18,0.42
2014,"La Liga",Sevilla,38,23,7,8,18,10,10,15,71,45,26,2.00,1.87,1.83,1.02,1.18,0.6842,12.18,4.92,5.24,0.6053,0.1842,0.2105,0.47,0.26,0.26,0.39
2017,"La Liga","Real Madrid",38,22,10,6,23,12,3,20,94,44,50,2.00,2.47,2.4,1.03,1.16,1.3158,18.42,7.42,7.32,0.5789,0.2632,0.1579,0.61,0.32,0.08,0.53
2018,"La Liga","Atletico Madrid",38,22,10,6,13,20,5,11,55,29,26,2.00,1.45,1.37,1.06,0.76,0.6842,11.66,4.18,5.71,0.5789,0.2632,0.1579,0.34,0.53,0.13,0.29
2019,"Ligue 1",Marseille,28,16,8,4,8,14,6,7,41,29,12,2.00,1.46,1.3,1.13,1.04,0.4286,13.39,4.29,5.39,0.5714,0.2857,0.1429,0.29,0.50,0.21,0.25
2020,"Ligue 1",Lyon,38,22,10,6,19,12,7,17,81,43,38,2.00,2.13,2.17,0.98,1.13,1.0000,16.11,6.26,6.11,0.5789,0.2632,0.1579,0.50,0.32,0.18,0.45
2014,"Ligue 1",Lyon,38,22,9,7,15,15,8,13,72,33,39,1.97,1.89,1.65,1.15,0.87,1.0263,13.39,5.58,4.55,0.5789,0.2368,0.1842,0.39,0.39,0.21,0.34
2018,"Ligue 1",Lille,38,22,9,7,14,21,3,11,68,33,35,1.97,1.79,1.58,1.13,0.87,0.9211,13.08,5.16,4.32,0.5789,0.2368,0.1842,0.37,0.55,0.08,0.29
2016,"Premier League",Arsenal,38,23,6,9,14,18,6,12,77,44,33,1.97,2.03,1.67,1.21,1.16,0.8684,14.89,5.29,5.97,0.6053,0.1579,0.2368,0.37,0.47,0.16,0.32
2014,"Premier League",Arsenal,38,22,9,7,18,14,6,17,71,36,35,1.97,1.87,1.84,1.02,0.95,0.9211,16.05,5.97,6.68,0.5789,0.2368,0.1842,0.47,0.37,0.16,0.45
2017,"Premier League",Liverpool,38,21,12,5,19,11,8,15,84,38,46,1.97,2.21,2.04,1.08,1.00,1.2105,16.74,6.13,6.05,0.5526,0.3158,0.1316,0.50,0.29,0.21,0.39
2016,Bundesliga,"RasenBallsport Leipzig",34,20,7,7,14,13,7,10,66,39,27,1.97,1.94,1.62,1.2,1.15,0.7941,12.97,5.09,5.32,0.5882,0.2059,0.2059,0.41,0.38,0.21,0.29
2020,"Premier League","Manchester United",38,21,11,6,9,20,9,7,73,44,29,1.95,1.92,1.66,1.16,1.16,0.7632,13.82,5.58,5.18,0.5526,0.2895,0.1579,0.24,0.53,0.24,0.18
2014,Bundesliga,"Borussia M.Gladbach",34,19,9,6,15,17,2,12,53,26,27,1.94,1.56,1.52,1.02,0.76,0.7941,12.65,5.09,4.62,0.5588,0.2647,0.1765,0.44,0.50,0.06,0.35
2018,Bundesliga,"RasenBallsport Leipzig",34,19,9,6,17,10,7,16,63,29,34,1.94,1.85,2.01,0.92,0.85,1.0000,14.62,5.35,5.59,0.5588,0.2647,0.1765,0.50,0.29,0.21,0.47
2019,Bundesliga,"RasenBallsport Leipzig",34,18,12,4,17,9,8,16,81,37,44,1.94,2.38,2.24,1.06,1.09,1.2941,16.24,6.44,5.50,0.5294,0.3529,0.1176,0.50,0.26,0.24,0.47
2017,"La Liga",Valencia,38,22,7,9,16,17,5,15,65,38,27,1.92,1.71,1.52,1.13,1.00,0.7105,12.61,4.95,5.32,0.5789,0.1842,0.2368,0.42,0.45,0.13,0.39
2019,Bundesliga,"Borussia M.Gladbach",34,20,5,9,14,15,5,12,66,40,26,1.91,1.94,2.16,0.9,1.18,0.7647,14.12,5.85,5.06,0.5882,0.1471,0.2647,0.41,0.44,0.15,0.35
2020,Bundesliga,"RasenBallsport Leipzig",34,19,8,7,11,17,6,11,60,32,28,1.91,1.76,1.97,0.89,0.94,0.8235,15.88,5.97,5.41,0.5588,0.2353,0.2059,0.32,0.50,0.18,0.32
2018,"Premier League",Chelsea,38,21,9,8,15,20,3,12,63,39,24,1.89,1.66,1.68,0.98,1.03,0.6316,15.95,5.21,5.66,0.5526,0.2368,0.2105,0.39,0.53,0.08,0.32
2016,"Serie A",Atalanta,38,21,9,8,18,11,9,14,62,41,21,1.89,1.63,1.62,1.01,1.08,0.5526,14.11,5.26,6.03,0.5526,0.2368,0.2105,0.47,0.29,0.24,0.37
2017,"Serie A",Inter,38,20,12,6,13,16,9,12,66,30,36,1.89,1.74,1.6,1.08,0.79,0.9474,14.97,5.42,7.63,0.5263,0.3158,0.1579,0.34,0.42,0.24,0.32
2017,"Serie A",Lazio,38,21,9,8,15,21,2,12,89,49,40,1.89,2.34,1.75,1.34,1.29,1.0526,14.47,5.55,5.71,0.5526,0.2368,0.2105,0.39,0.55,0.05,0.32
2016,"La Liga",Sevilla,38,21,9,8,11,18,9,8,69,49,20,1.89,1.82,1.56,1.17,1.29,0.5263,12.82,5.21,5.11,0.5526,0.2368,0.2105,0.29,0.47,0.24,0.21
2018,"Ligue 1",Lyon,38,21,9,8,14,12,12,9,70,47,23,1.89,1.84,1.91,0.96,1.24,0.6053,17.68,6.63,5.97,0.5526,0.2368,0.2105,0.37,0.32,0.32,0.24
2016,Bundesliga,"Borussia Dortmund",34,18,10,6,18,9,7,17,72,40,32,1.88,2.12,2.2,0.96,1.18,0.9412,15.62,5.97,6.12,0.5294,0.2941,0.1765,0.53,0.26,0.21,0.50
2020,Bundesliga,"Borussia Dortmund",34,20,4,10,9,19,6,9,75,46,29,1.88,2.21,2.03,1.09,1.35,0.8529,14.56,5.74,5.09,0.5882,0.1176,0.2941,0.26,0.56,0.18,0.26
2015,"Premier League",Arsenal,38,20,11,7,14,17,7,12,65,36,29,1.87,1.71,1.94,0.88,0.95,0.7632,15.05,5.55,5.97,0.5263,0.2895,0.1842,0.37,0.45,0.18,0.32
2018,"Premier League",Tottenham,38,23,2,13,19,11,8,15,67,39,28,1.87,1.76,1.62,1.09,1.03,0.7368,14.13,4.97,5.11,0.6053,0.0526,0.3421,0.50,0.29,0.21,0.39
2014,"Ligue 1",Monaco,38,20,11,7,18,16,4,12,51,26,25,1.87,1.34,1.49,0.9,0.68,0.6579,11.89,4.34,5.58,0.5263,0.2895,0.1842,0.47,0.42,0.11,0.32
2017,Bundesliga,"Schalke 04",34,18,9,7,16,11,7,10,53,37,16,1.85,1.56,1.38,1.13,1.09,0.4706,11.91,4.94,4.12,0.5294,0.2647,0.2059,0.47,0.32,0.21,0.29
2019,Bundesliga,"Bayer Leverkusen",34,19,6,9,14,14,6,14,61,44,17,1.85,1.79,1.82,0.99,1.29,0.5000,14.50,5.50,6.32,0.5588,0.1765,0.2647,0.41,0.41,0.18,0.41
2015,"Premier League",Tottenham,38,19,13,6,14,17,7,9,69,35,34,1.84,1.82,1.67,1.09,0.92,0.8947,17.32,6.58,6.68,0.5000,0.3421,0.1579,0.37,0.45,0.18,0.24
2014,"Premier League","Manchester United",38,20,10,8,15,18,5,13,62,37,25,1.84,1.63,1.43,1.14,0.97,0.6579,13.50,4.74,5.61,0.5263,0.2632,0.2105,0.39,0.47,0.13,0.34
2017,"Premier League",Chelsea,38,21,7,10,16,16,6,15,62,38,24,1.84,1.63,1.56,1.05,1.00,0.6316,15.95,5.79,6.05,0.5526,0.1842,0.2632,0.42,0.42,0.16,0.39
2018,"Premier League",Arsenal,38,21,7,10,11,17,10,9,73,51,22,1.84,1.92,1.71,1.13,1.34,0.5789,12.29,4.50,5.58,0.5526,0.1842,0.2632,0.29,0.45,0.26,0.24
2016,"Serie A",Lazio,38,21,7,10,12,19,7,11,74,51,23,1.84,1.95,1.72,1.13,1.34,0.6053,15.53,5.55,6.24,0.5526,0.1842,0.2632,0.32,0.50,0.18,0.29
2014,"Serie A",Roma,38,19,13,6,15,14,9,15,54,31,23,1.84,1.42,1.34,1.06,0.82,0.6053,13.82,4.61,5.89,0.5000,0.3421,0.1579,0.39,0.37,0.24,0.39
2019,"Serie A",Roma,38,21,7,10,16,15,7,14,77,51,26,1.84,2.03,2.06,0.98,1.34,0.6842,16.97,5.74,7.03,0.5526,0.1842,0.2632,0.42,0.39,0.18,0.37
2019,"La Liga",Sevilla,38,19,13,6,13,19,6,9,54,34,20,1.84,1.42,1.45,0.98,0.89,0.5263,12.89,4.58,5.95,0.5000,0.3421,0.1579,0.34,0.50,0.16,0.24
2019,"La Liga","Atletico Madrid",38,18,16,4,12,22,4,8,51,27,24,1.84,1.34,1.54,0.87,0.71,0.6316,11.79,3.82,4.82,0.4737,0.4211,0.1053,0.32,0.58,0.11,0.21
2014,"Ligue 1",Marseille,38,21,6,11,15,15,8,12,76,42,34,1.82,2.00,1.6,1.25,1.11,0.8947,14.32,5.00,5.63,0.5526,0.1579,0.2895,0.39,0.39,0.21,0.32
2014,"Ligue 1",Saint-Etienne,38,19,12,7,13,17,8,10,51,30,21,1.82,1.34,1.22,1.1,0.79,0.5526,11.66,3.97,5.45,0.5000,0.3158,0.1842,0.34,0.45,0.21,0.26
2016,"Premier League","Manchester United",38,18,15,5,17,14,7,15,54,29,25,1.82,1.42,1.52,0.94,0.76,0.6579,15.53,5.53,5.71,0.4737,0.3947,0.1316,0.45,0.37,0.18,0.39
2020,"Premier League",Liverpool,38,20,9,9,14,17,7,11,68,42,26,1.82,1.79,1.9,0.94,1.11,0.6842,16.00,5.63,6.84,0.5263,0.2368,0.2368,0.37,0.45,0.18,0.29
2014,"Serie A",Lazio,38,21,6,11,19,12,7,15,71,38,33,1.82,1.87,1.63,1.15,1.00,0.8684,14.50,5.58,5.47,0.5526,0.1579,0.2895,0.50,0.32,0.18,0.39
2018,"Serie A",Inter,38,20,9,9,15,15,8,10,57,33,24,1.82,1.50,1.75,0.86,0.87,0.6316,16.76,5.26,7.95,0.5263,0.2368,0.2368,0.39,0.39,0.21,0.26
2018,"Serie A",Atalanta,38,20,9,9,11,17,10,8,77,46,31,1.82,2.03,1.96,1.03,1.21,0.8158,16.87,5.84,6.37,0.5263,0.2368,0.2368,0.29,0.45,0.26,0.21
2016,Bundesliga,Hoffenheim,34,16,14,4,12,18,4,9,64,37,27,1.82,1.88,1.6,1.17,1.09,0.7941,14.56,5.32,4.24,0.4706,0.4118,0.1176,0.35,0.53,0.12,0.26
2018,"Serie A","AC Milan",38,19,11,8,15,19,4,9,55,36,19,1.79,1.45,1.37,1.05,0.95,0.5000,15.42,5.21,6.05,0.5000,0.2895,0.2105,0.39,0.50,0.11,0.24
